You grab a case of rounds!,GOTROUNDSCASE,,,,Sebral@[ao_cs] jsi krabici nábojů!,Munitionskiste genommen.,,,¡Has pillado una caja de balas!,¡Has recogido una caja de balas!,,Vous prenez une bôite de balles!,,Prendi un caso di munizioni!,권총 탄약 상자를 주웠다!,,Você pegou uma caixa de munição!,,,,
You grab a Torpedo!,GOTTORPEDO,"Was ""grap"" for some reason.",,,Sebral@[ao_cs] jsi torpédo!,Torpedo genommen.,,,¡Has pillado un torpedo!,¡Has recogido un torpedo!,,Vous prenez une torpille!,,Prendi un siluro!,광자탄을 주웠다!,,Você pegou um Torpedo!,,,,
You grab a case of Torpedos!,GOTTORPEDOS,,,,Sebral@[ao_cs] jsi krabici torpéd!,Torpedokiste genommen.,,,¡Has pillado una caja de torpedos!,¡Has recogido una caja de torpedos!,,Vous prenez une bôite de torpilles!,,Prendi un caso di siluri!,광자탄 무더기를 주웠다!,,Você pegou uma caixa de Torpedos!,,,,
You grab a molecule module!,GOTMOLECULES,,,,Sebral@[ao_cs] jsi molekulový modul!,Molekülmodul genommen,,,¡Has pillado un módulo molecular!,¡Has recogido un módulo molecular!,,Vous prenez un module moléculaire!,,Prendi un modulo molecolare!,분자 모듈을 주웠다!,,Você pegou um módulo molecular!,,,,
You grab a tank full of molecules!,GOTMOLECULESTANK,,,,Sebral@[ao_cs] jsi sud plný molekul!,Tank mit Molekülmodulen genommen.,,,¡Has pillado un tanque lleno de moléculas!,¡Has recogido un tanque lleno de moléculas!,,Vous prenez un réservoir de molécules!,,Prendi un serbatoio pieno di molecole!,분자 탱크를 주웠다!,,Você pegou um tanque cheio de moléculas!,,,,
You grab some Cartridges!,GOTCARTRIDGES,,,,Sebral@[ao_cs] jsi nějaké kazety!,Magazin genommen.,,,¡Has pillado unos cartuchos!,¡Has recogido unos cartuchos!,,Vous prenez des cartouches!,,Prendi alcune cartucce!,카트리지 한 줌을 주웠다!,,Você pegou alguns Carregadores!,,,,
You grab a case of Cartridges!,GOTCARTRIDGESCASE,,,,Sebral@[ao_cs] jsi krabici kazet!,Magazinkiste genommen.,,,¡Has pillado una caja de cartuchos!,¡Has recogido una caja de cartuchos!,,Vous prenez une bôite de cartouches!,,Prendi un caso di cartucce!,카트리지 박스를 주웠다!,,Você pegou uma caixa de Carregadores!,,,,
You grab a Valise stuffed with goods!,GOTVALISE,,,,Sebral@[ao_cs] jsi kufr plný munice!,Munitionstasche genommen.,,,¡Has pillado una maleta llena de equipamiento!,¡Has recogido una maleta llena de equipamiento!,,Vous récupérez une valise pleine d'équipement!,,Prendi una Valigia piena di merci!,탄약이 든 서류 가방을 주웠다!,,Você pegou uma Mala cheia de equipamento!,,,,
Force Field!,GOTFORCEFIELD,,,,Silové pole!,Kraftfeld!,,,¡Campo de fuerza!,,,Champ de force!,,Campo di forza!,방어막!,,Campo de Força!,,,,
007Microtel,GOTMICROTEL,,,,,,,,Microtel 007,,,007 Microtel,,,007마이크로텔 근력 향상 칩!,,,,,,
You are EnK Blind!,GOTENKBLIND,,,,Jsi EnK-slep@[adj_cs]!,Du bist EnK-blind!,,,¡Tienes Ceguera EnK!,,,Vous êtes aveugle à l'EnK!,,Sei EnK-cieco!,EnK 투명 위장 장치!,,Você está vendado por EnK!,,,,
Vulcan rubber Boots!,GOTRUBBERBOOTS,,,,Gumové boty!,Gummistiefel!,,,¡Botas de goma vulcanizada!,,,Bottes en caoutchouc vulcanisé!,,Stivali di gomma vulcanica!,벌컨 방화 부츠!,,Botas Vulcanizadas!,,,,
SI Array mapping!,GOTSIARRAY,,,,Mapa pole SI!,SI-Feld Karte!,,,¡Mapeado de Tabla SI!,,,Carte du tableau SI!,,Mappatura di array SI!,Si 어레이 지도!,,Mapeamento por Campo de SI!,,,,
Infrared Visor!,GOTINFRARED,,,,Infračervené brýle!,Infrarotbrille!,,,¡Visor infrarrojo!,,,Viseur infrarouge!,,Visore a infrarossi!,적외선 바이져!,,Visor Infravermelho!,,,,
"Breathe deep, Inhaler!",GOTINHALER,,,,"Pořádně se nadechni, inhalátor!","Atme tief, Inhalierer!",,,"¡Un inhalador, inspira fuerte!",,,"Respire, inhaleur!",,"Respirare profondamente, inalatore!",각성제를 주웠다. 잘 들이마셔!,,Inalador! Respira fundo!,,,,
A dose of Hydergine from a Hypo saves you!,GOTHYPONEED,,,,Jsi zachráněn@[ao_cs] dávkou Hyderginu z Hypa!,Eine Dosis Hydergine rettet dich!,,,¡Una dosis de Hydergina te salva la vida!,,,Une bonne dose d'hydergine vous sauve la vie!,,Una dose di Hydergine di un Hypo ti salva!,하이포의 하이데르진이 당신을 살렸다!,,Uma dose de hidergina do Hypo para te salvar!,,,,
You grab a Hypo!,GOTHYPO,,,,Sebral@[ao_cs] jsi Hypo!,Hypo!,,,¡Has pillado una jeringa hipodérmica!,,,Vous prenez une seringue!,,Prendi un Hypo!,하이포를 주웠다!,,Você pegou um Hypo!,,,,
You found a KeyCard!,GOTKEYCARD,,,,Nalezl@[ao_cs] jsi přístupovou kartu!,Schlüsselkarte gefunden!,,,¡Has encontrado una Tarjeta Llave!,,,Vous trouvez une clé magnétique!,,Hai trovato una chiave magnetica!,키 카드를 찾았다!,,Você achou um Cartão de Passe!,,,Ты нашёл ключ-карту!,
You found a C-Key!,GOTCKEY,,,,Nalezl@[ao_cs] jsi kyberklíč!,C-Schlüssel gefunden!,,,¡Has encontrado una Llave-C!,,,Vous trouvez une C-Clé!,,Hai trovato una chiave C!,C-키를 찾았다!,,Você achou uma Chave-C!,,,,
You found a Password!,GOTPASSWORD,,,,Nalezl@[ao_cs] jsi heslo!,Passwort gefunden!,,,¡Has encontrado una Contraseña!,,,Vous trouvez un mot de passe!,,Hai trovato una parola d'ordine!,암호를 찾았다!,,Você achou uma Senha!,,,Ты нашёл пароль!,
You found a blue Z-Key!,GOTBLUEZKEY,,,,Nalezl@[ao_cs] jsi modrý Z-klíč!,Blauen Z-Schlüssel gefunden!,,,¡Has encontrado una Llave-Z azul!,,,Vous trouvez une Z-Clé bleue!,,Hai trovato una chiave Z blu!,청색 Z-키를 찾았다!,,Você achou uma Chave-Z azul!,,,,
You found a yellow Z-Key!,GOTYELWZKEY,,,,Nalezl@[ao_cs] jsi žlutý Z-klíč!,Gelben Z-Schlüssel gefunden!,,,¡Has encontrado una Llave-Z amarilla!,,,Vous trouvez une Z-Clé jaune!,,Hai trovato una chiave Z gialla!,황색 Z-키를 찾았다!,,Você achou uma Chave-Z amarela!,,,,
You found a red Z-Key!,GOTREDZKEY,,,,Nalezl@[ao_cs] jsi červený Z-klíč!,Roten Z-Schlüssel gefunden!,,,¡Has encontrado una Llave-Z roja!,,,Vous trouvez une Z-Clé rouge!,,Hai trovato una chiave Z rossa!,적색 Z-키를 찾았다!,,Você achou uma Chave-Z vermelha!,,,,
Body Armor!,GOTBODYARMOR,,,,Brnění!,Körperpanzerung!,,,¡Armadura!,,,Armure!,,Giubbotti antiproiettile!,강화복!,,Colete a Prova de Balas!,,,Бронежилет!,
Centrophenoxine,GOTCENTROPHENOXINE,,,,Centrofenoxin,,,,¡Centrofenoxina!,,,Centrophenoxine!,,,메클로페녹세이트!,,Centrofenoxina,,,,
You grab a Kevlar vest!,GOTKEVLARVEST,,,,Sebral@[ao_cs] jsi kevlarovou vestu!,Kevlarweste!,,,¡Has pillado un traje de Kevlar!,¡Has recogido un traje de Kevlar!,,Veste en Kevlar!,,Prendi una maglia di kevlar!,방탄복을 주웠다!,,Você pegou um Colete de Kevlar!,,,,
You grab Super Kevlar vest!,GOTSKEVLARVEST,,,,Sebral@[ao_cs] jsi superkevlarovou vestu!,Super-Kevlarweste!,,,¡Has pillado un supertraje de Kevlar!,¡Has recogido un supertraje de Kevlar!,,Super Veste en Kevlar!,,Prendi una maglia super kevlar!,중 방탄복을 주웠다!,,Você pegou um Super Colete de Kevlar!,,,,
You grab a MicroKit!,GOTMICROKIT,,,,Sebral@[ao_cs] jsi mikrosadu!,MicroKit genommen!,,,¡Has pillado un MicroKit!,¡Has recogido un MicroKit!,,Microkit!,,Prendi un MicroKit!,마이크로킷을 주웠다!,,Você pegou um MicroKit!,,,,
You grab a Dampener!,GOTDAMPENER,,,,Sebral@[ao_cs] jsi tlumič!,Dämpfer genommen!,,,¡Has pillado un Amortiguador!,¡Has recogido un Amortiguador!,,Amortisseur!,,Prendi un antivento!,완충 장치를 주웠다!,,Você pegou um Amortecedor!,,,,
You need a C-Key to access this item!,PD_CKEY,,,,K přístupu potřebuješ kyberklíč!,Du brauchst einen C-Schlüssel um das hier zu bedienen.,,,¡Necesitas una Llave-C para acceder a este objeto!,,,Il vous faut une C-Clé pour accéder à cet objet!,,Hai bisogno di una chiave C per accedere a questo oggetto!,C-키가 있어야 작동이 가능하다!,,Você precisa de uma Chave-C para acessar!,,,,
You need a KeyCard to access this item!,PD_KEYCARD,,,,K přístupu potřebuješ přístupovou kartu!,Du brauchst eine Schlüsselkarte um das hier zu bedienen.,,,¡Necesitas una Tarjeta Llave para acceder a este objeto!,,,Il vous faut une carte magnétique pour accéder à cet objet!,,Hai bisogno di una chiave magnetica per accedere a questo oggetto!,키 카드가 있어야 작동이 가능하다!,,Você precisa de uma Chave de Passe para acessar!,,,,
You need a Password to access this item!,PD_PASSWORD,,,,K přístupu potřebuješ heslo!,Du brauchst eine Passwort um das hier zu bedienen.,,,¡Necesitas una Contraseña para acceder a este objeto!,,,Il vous faut un mot de passe pour accéder à cet objet!,,Hai bisogno di una parola d'ordine per accedere a questo oggetto!,암호를 입력해야 작동이 가능하다!,,Você precisa de uma Senha para acessar!,,,Нужен Пароль для доступа к этому предмету!,
You need a Blue Z-Key to make this work,PD_BLUEZKEY,,,,Tohle bude fungovat jen s modrým Z-klíčem.,Du brauchst einen blauen Z-Schlüssel um das hier zu bedienen.,,,¡Necesitas una Llave-Z azul para hacer funcionar esto!,,,Il vous faut une Z-Clé bleue pour faire fonctionner cela.,,Hai bisogno di una chiave Z blu per accedere a questo oggetto!,청색 Z-키가 있어야 작동이 가능하다!,,Você precisa de uma Chave-Z azul para fazer isto funcionar!,,,,
You need a Red Z-Key to make this work!,PD_REDZKEY,,,,Tohle bude fungovat jen s červeným Z-klíčem.,Du brauchst einen roten Z-Schlüssel um das hier zu bedienen.,,,¡Necesitas una Llave-Z roja para hacer funcionar esto!,,,Il vous faut une Z-Clé rouge pour faire fonctionner cela.,,Hai bisogno di una chiave Z gialla per accedere a questo oggetto!,적색 Z-키가 있어야 작동이 가능하다!,,Você precisa de uma Chave-Z vermelha para fazer isto funcionar!,,,,
You need a Yellow Z-Key to make this work!,PD_YELWZKEY,,,,Tohle bude fungovat jen se žlutým Z-klíčem.,Du brauchst einen gelben Z-Schlüssel um das hier zu bedienen.,,,¡Necesitas una Llave-Z amarilla para hacer funcionar esto!,,,Il vous faut une Z-Clé jaune pour faire fonctionner cela.,,Hai bisogno di una chiave Z rossa per accedere a questo oggetto!,황색 Z-키가 있어야 작동이 가능하다!,,Você precisa de uma Chave-Z amarela para fazer isto funcionar!,,,,
"Twenty mill in gold doesn't seem worth all
this aggravation, does it, hacker? Makes
the pen look like a freakin' picnic!

Butt-ugly bio-mutations and your fellow
Humans hung from a ceiling like
food sacks.

What the hell is this GENIE? Like no
computer you've ever hacked!

You better find the next terminal, slice
a ride through c-space, dice some mutant
butt, and get the hell out of Dodge!

",X1TEXT,,,,"Dvacet miliónů ve zlatě nevypadá, že by
stálo za všechnu tuhle otravu, co, hackeře?
Basa teď vypadá jako krásný hotel!

Ošklivé bio-mutace a tví lidští společníci
visící ze stropu jako pytle masa.

Co je sakra tenhle GENIE? Takový počítač
jsi ještě nenaboural@[ao_cs]!

Měl@[ao_cs] bys najít další terminál, projet
se kyberprostorem, vysekat pár mutantům
střeva a rychle z Dodge vypadnout!","Zwanzig Millionen in Gold sind nicht
wirklich so viel wert, Hacker, nicht wahr?
Das hier lässt den Knast wie ein
Picknick erscheinen.

Hässliche Bio-Mutationen und deine 
menschlichen Artgenossen hängen von
der Decke wir Futtersäcke.

Was zur Hölle ist dieses GENIE? Das ist
wie kein anderer Computer den du
jemals gehackt hast.

Du findest besser das nächste Terminal,
erledigst einige Mutantenärsche und
siehst zu, aus Dodge herauszukommen!",,,"Veinte millones en oro no parece que valgan
la pena por todo este lío, ¿no crees, hacker?
¡Hace que el corral parezca un picnic!

Horripilantes biomutaciones y tus compañeros
humanos cuelgan del techo como sacos.

¿Qué demonios es GENIE? ¡No se parece a
cualquier computadora que hayas hackeado!

¡Más te vale encontrar la próxima terminal, dar
un viaje por el ciberespacio, rebanar unos
cuantos traseros mutantes, y pirarte de Dodge!","Veinte millones en oro no parece que valgan
la pena por todo este lío, ¿no crees, hacker?
¡Hace que el corral parezca un picnic!

Horripilantes biomutaciones y tus compañeros
humanos cuelgan del techo como sacos.

¿Qué demonios es GENIE? ¡No se parece a
cualquier computadora que hayas hackeado!

¡Más te vale encontrar la próxima terminal, dar
un viaje por el ciberespacio, rebanar unos
cuantos traseros mutantes, y largarte de Dodge!",,"Vingt Millions en or ne semblent
plus valoir tout ces problèmes
maintenant, Hacker? Tout ce bordel
donne un air de pique-nique
à la prison!

De mutations hideuses et vos
frèrs humains pendant du plafond
comme des sacs de nourriture.

C'est quoi comme foutoir, ce GENIE?
Aucune ordinateur que vous avez
piraté auparavant était comme ça!

Il faut que vous trouvez le prochain
terminal, traversez le cyberespace,
découpez du mutant et barrez-vous
d'ici!",,"Venti milioni di oro non valgono molto,
hacker, giusto?
Questo fa sembrare la prigione un picnic.

Brutte mutazioni organiche e i tuoi umani
pendono dalla coperta che alimentiamo le borse.

Che diavolo è questo GENIUS? È come nessun
altro computer che tu abbia mai hackerato.

È meglio trovare il terminale più vicino,
uccidere alcuni asini mutanti e guardare
fuori da Dodge!
","2000만 달러 보상금 가지고는 턱도 없을 정도의 개판이었어! 안 그런가,
해커 양반? 펜이나 끄적거리는 게 이것보다는 훨씬 쉬울 테니 말이야.

이 더럽게 못생긴 돌연변이들이며, 천장에 마늘꾸러미처럼 매달려있는
사람들을 볼 일도 없고 말이야.

그리고... 이 지니란 녀석은 도대체 뭐지? 네가 해킹했던 다른 컴퓨터들과는
완전 차원이 다른 녀석이야. 어서 다른 단말기를 찾아서 접속하는 게
좋을 것 같아.

돌연변이들을 몇 마리 썰어버리면서, 이곳을 빠져나가 는 것도 잊지 말고!",,"Vinte milhões em ouro não parecem valer
toda essa incomodação, não é mesmo, hacker?
Faz tuda essa bagunça parecer um maldito piquenique!

Biomutações horrorosas estão penduradas
no teto junto com seres humanos como se
fossem sacos de alimento.

Que diabos é esse tal de GENIE? É como nenhum
outro computador que você já tenha hackeado!

É melhor achar o próximo terminal, pegar uma
carona pelo ciberespaço, fazer picadinho de
mutante e vazar deste lugar de uma vez!",,,,
"Where are all the people?!

Paris is a ghost town, unless you consider
mutant bugs outstanding citizens.

You've hit bloody resistance. Man, can
these bugs fight! Lucky for you they're not
the brightest porch lights on the block.

But you've gotten some of the informatics
the subcommittee wants. And it's nasty!

Human neural fluids feed these bugs! No
wonder the neighborhood's getting kind of
sparse. Report to the subcommittee. And
watch your back...
",X2TEXT,,,,"Kde jsou všichni!?

Z Paříže je město duchů, leda že bys
zmutované bugy považoval@[ao_cs] za vzorné občany.

Narazil@[ao_cs] jsi na tvrdý odpor. Sakra, tyhle
bugy umí bojovat! Naštěstí ale nejsou
zrovna nejchytřejší.

Ale dostal@[ao_cs] jsi některé ty informace, který
podvýbor chtěl. A je to pěkný hnus!

Tyhle bugy se krmí lidským mozkovým mokem!
Není divu, že je ve čtvrti nějak prázdno.
Nahlaš se zpátky u výboru. A dávej pozor...","Wo sind all die Menschen!?

Paris ist eine Geisterstadt, es sei denn,
du zählst die Mutanten als Musterbürger.

Du bist auf blutigen Widerstand getroffen.
Mann können diese Viecher kämpfen.
Glücklicherweise sind sie nicht die hellsten
Leuchten.

Aber du hast einige Informationen, die
das Subkommitee haben will. Und es ist
übel.

Menschliche Nervenflüssigkeit ist was
diese Viecher antreibt. Kein Wunder, dass
die Nachbarschaft am Aussterben ist.
Das musst du dem Subkommitee
mitteilen. Und pass auf!",,,"¡¿Dónde está toda la gente?!

Paris es una ciudad fantasma, a menos que
consideres que los bichos mutantes sean
unos buenos ciudadanos.

Has encontrado resistencia sangrienta. Tío, ¡si
que pelean estos bichos! Por suerte para ti no
son los más brillantes del barrio.

Pero has conseguido algunos materiales
informáticos que el subcomité quiere.
¡Y tienen mala pinta!

¡Fluidos neuronales humanos alimentan a
estos bichos! No es de extrañar que el
vecindario esté algo despoblado. Personate
ante el subcomité. Y vigila tus espaldas...","¡¿Dónde está toda la gente?!

Paris es una ciudad fantasma, a menos que
consideres que los bichos mutantes sean
unos buenos ciudadanos.

Has encontrado resistencia sangrienta. Tío, ¡si
que pelean estos bichos! Por suerte para ti no
son los más brillantes del barrio.

Pero has conseguido algunos materiales
informáticos que el subcomité quiere.
¡Y tienen mala pinta!

¡Fluidos neuronales humanos alimentan a
estos bichos! No es de extrañar que el
vecindario esté algo despoblado. Repórtate
ante el subcomité. Y vigila tus espaldas...",,"Où se trouve trout le monde?
Paris est une ville fantôme, sauf si
vous considérez que les insectes
mutants sont des citoyens.
Vous avez rencontré une sacrée
résistance, ces sales bestioles
savent se battre! Heureusement,
il ne sont pas les plus malins du
coin..
Vous avez récupéré une partie de
l'informatiqueque le sous-comité
demande. Ca a un sale air!
Des fluides neuraux humains
alimentent ces insectes! Pas
de surprise que le coin est
désert. Retournez au sous-comité
et faites gaffe à vous!",,,"여기 사람들은 도대체 어디로 간 거지?!

프랑스 파리도 완전히 유령도시가 되어버렸군, 저 돌아다니는 돌연변이
버그들이 시민은 아닐 테니까.

방금 전투는 정말 위험했어. 빌어먹을 버그들 생각보다 잘 싸우더군.
머리가 좋은 놈들은 아니라서 다행이야. 그래도 위원회 놈들이 원하는
정보는 얻었으니 다행이야. 놈들 꽤 더러운 걸 숨기고 있더군.

인간의 척수를 빨아먹는 버그들이라니! 이 주변 대가 허허벌판인 것도
당연할 수밖에. 어서 위원회 놈들한테 보고하자고. 그리고 언제나
등 뒤를 조심해.",,"Onde está todo mundo?

Paris é uma cidade fantasma, a não ser que você
considere os mutantes como cidadões especiais.

Você enfrenta uma baita resistência. Cara, esses
bichos sabem brigar! Sorte sua que eles não são
as criaturas mais espertas do local.

Mas você conseguiu pegar algumas informações
que o subcomitê estava querendo. E a coisa é feia!

Esses bichos se alimentam com fluídos neurais 
humanos! Não é a toa que a vizinhança anda ficando
meio vazia ultimamente. Entre em contato com 
o subcomitê. E fique de olho...",,,,
"Civilization as you knew it is nada!

No friends, no family. No more people.
Not normal people, anyway.

Only one thing left...GENIE!
And if you have to go to the end of the
universe you'll find its mutant butt!
'cause now you're pissed!

And the gold? Hell, this is for free.

.....(to be continued).....
",X3TEXT,,,,"Civilizace, tak jak ji známe, je pryč.
Nada. Nilch.

Bez přátel, bez rodiny. Bez lidí.
Alespoň těch normálních.

Jediná zbylá věc... GENIE!
I kdybys musel@[ao_cs] jít až na konec vesmíru,
najdeš jeho zmutovaný ksicht!
Protože teď jsi fakt nasran@[adj_cs]!

A to zlato? Sakra, tohle děláš zadarmo.

.....(pokračování příště).....","Die Zivilisation, wie du sie kanntest,
ist Nada. Keine Freunde, keine Familie.
Keine Menschen mehr. Zumindest
keine normalen.

Nur eine Sache verbleibt: GENIE!
Und wenn du ans Ende des Universum
reisen müsstest, du wirst seinen
Mutantenarsch finden, denn jetzt
bist du sauer!

Und das Gold? Das gibt's als Zugabe...

... (Fortsetzung folgt) ...

",,,"¡La civilización como la conoces ya no es nada!

Sin amigos, ni familia. No más gente.
No gente normal, de todos modos.

Solo queda una cosa... ¡GENIE!
¡Y si tienes que ir hasta el fin del universo
encontrarás su trasero mutante!
¡Porque ahora si que estás cabread@[ao_esp]!

¿Y el oro? Para nada, esto es gratis.

... (continuará) ...",,,"La société humaine a disparu!

Plus d'amis, plus de famille, plus
personne de normal, du moins.

Une chose reste.. GENIE!
Si il le faut, vous irez jusqu'au
bout de l'univers pour lui botter
le cul! Ca va en chier!

Oh, et l'Or? Non, ça, c'est gratuit...

... A suivre!",,,"자네도 알다시피 이제 문명이란 건 존재하지 않아.

친구들, 가족, 그리고 사람들도 다 사라졌지. 돌연변이들이 있긴 하지만.

이제 유일하게 남은 건... 지니일 거야. 그 빌어먹을 녀석을 우주 끝까지
쫓아가서 박살 내 버리자고! 자네를 화나게 한 값은 톡톡히 치르게 해줘야지?

보상금? 이번엔 필요 없어, 이번 일은 공짜로 해줄 테니.

...(다음에 계속)...",,"A civilização como você conhecia já era!

Sem amigos, sem família. Sem gente mais.
Não gente normal, pelo menos.

A única coisa que resta...é GENIE!
E nem que você tenha que ir até o fim do 
universo, você vai acabar encontrando a fuça 
mutante dele! Pois agora você está furios@[ao_ptb] 
pra caramba!

E sobre o ouro? Que se dane, essa é por conta 
da casa.

....(continua)....",,,,
"You're alive!

What are those odds, hacker?!
'cause it's crawling with bugs.

You can't reach the subcommittee, which
means it's been compromised.


You... are alone.",X5TEXT,,,,"Jsi naživu!

Jaké byly naděje, hackeře!?
Protože se to tu hemží bugy.

Nemůžeš se dostat k podvýboru, což
znamená, že byl kompromitován.


Jsi... @[self_cs].","Du lebst!

War waren die Chancen, Hacker?!

Du kannst das Subkommitee nicht
erreichen, was bedeutet, dass es 
kompromittiert ist.

Du... bist alleine.",,,"¡Estás viv@[ao_esp]!

¡¿Que probabilidades había, hacker?!
Porque esto está lleno de bichos.

No puedes llegar al subcomité, lo que
significa que ha sido comprometido.


Tú... estás sol@[ao_esp].",,,"Vous êtes vivant!

Quelle chance, Hacker! Avec toutes
ces bestioles partout!

Vous ne pouvez pas contacter le
sous-comité. Cela signifie qu'il est
compromis.

Vous.. êtes seul.",,,"아직도 살아있었네!

귀신 곡할 노릇이야. 안 그래, 해커 친구? 버그 놈들이 그렇게나
들끓어댔는데 말이지.

위원회들도 더는 응답을 하지 않아, 아마 놈들도 다 당한 거겠지.

그래... 자넨 이제 혼자야.",,"Você sobreviveu!

Quais são as chances, hacker?!
Porque há criaturas por toda a parte.

Você não consegue entrar em contato com 
o subcomitê, o que significa que eles estão 
em perigo.


Você...está sozinh@[ao_ptb].",,,,
,,,,,,,,,,,,,,,,,,,,,
GenEmp Corp.,TXT_HACXMAP01,,,,Sídlo GenEmp,,,,,,,,,,ZONE 1: 진엠프 주식회사 본부,,,,,,
Tunnel Town,TXT_HACXMAP02,,,,Tunelové město,Tunnelstadt,,,Pueblo Túnel,,,Ville Tunnel,,Città del tunnel,ZONE 2: 터널 도시,,Cidade Túnel,,,,
Lava Annex,TXT_HACXMAP03,,,,Lávová přístavba,Lavaanbau,,,Anexo de Lava,,,Annexe de Lave,,Annesso di lava,ZONE 3: 용암 속 건물,,Anexo de Lava,,,,
Alcatraz,TXT_HACXMAP04,,,,,,,,,,,,,,ZONE 4: 알카트라즈,,,,,,
Cyber Circus,TXT_HACXMAP05,,,,Kybercirkus,Cyberzirkus,,,Circo Cibernético,,,,,Circo Cyber,ZONE 5: 사이버 서커스,,Circo Cibernético,,,,
Digi-Ota,TXT_HACXMAP06,,,,,,,,,,,,,,ZONE 6: 디지-오타,,,,,,
The Great Wall,TXT_HACXMAP07,,,,Velká zeď,Die große Mauer,,,La Gran Muralla,,,La grande Muraille,,Il grande muro,ZONE 7: 만리장성,,A Grande Muralha,,,,
Garden of Delights,TXT_HACXMAP08,,,,Zahrada rozkoše,Lustgarten,,,Jardin de las Delicias,,,Jardin de Délices,,Giardino delle delizie,ZONE 8: 쾌락의 정원,,Jardim dos Prazeres,,,,
Hidden Fortress,TXT_HACXMAP09,,,,Skrytá pevnost,Versteckte Festung,,,Fortaleza Oculta,,,Forteresse Secrète,,Fortezza nascosta,ZONE 9: 숨겨진 요새,,Fortaleza Oculta,,,,
Anarchist Dream,TXT_HACXMAP10,,,,Anarchistův sen,Anarchistentraum,,,Sueño Anarquista,,,Rève d'Anarchiste,,Sogno anarchico,ZONE 10: 아나키스트의 꿈,,Sonho Anarquista,,,,
Notus Us!,TXT_HACXMAP11,,,,,,,,¡Notus Us!,,,,,,ZONE 11: 노터스 어스!,,,,,,
Gothik Gauntlet,TXT_HACXMAP12,,,,Gotický trest,,,,Guantelete Gótiko,,,Gantelet Gothik,,,ZONE 12: 고딕풍 결투장,,Punição Gótika,,,,
The Sewers,TXT_HACXMAP13,,,,Kanály,Die Kanäle,,,Las Alcantarillas,,,Les Egouts,,Le fogne,ZONE 13: 하수 처리장,,Os Esgotos,,,,
Trode Wars,TXT_HACXMAP14,,,,Válka elektrod,Elektrodenkrieg,,,Guerra de Electrodos,,,Guerre des Trodes,,Guerra degli elettrodi,ZONE 14: 전격의 전쟁,,Guerra de Eletrodos,,,,
Twilight of Enk's,TXT_HACXMAP15,,,,Soumrak EnKu,Zwielicht von EnK,,,Crepúsculo de los Enk,,,Crépuscule des Enk's,,Crepuscolo di Enk,ZONE 15: 전자황혼,,Crepúsculo de Enk's,,,,
Protean Cybex,TXT_HACXMAP16,,,,Proměnlivý Cybex,Proteanischer Cybex,,,Cybex Protéico,,,,,,ZONE 16: 변화무쌍한 사이벡스,,Cybex Proteano,,,,
River of Blood,TXT_HACXMAP17,,,,Řeka krve,Blutfluss,,,Río de Sangre,,,Rivière de Sang,,Fiume di sangue,ZONE 17: 학살의 강,,Rio de Sangue,,,,
Bizarro,TXT_HACXMAP18,,,,Bizár,,,,,,,,,,ZONE 18: 요상한 곳,,,,,,
The War Rooms,TXT_HACXMAP19,,,,Válečné kabinety,Kriegsräume,,,Las Salas de Guerra,,,La Salle des Commandes,,Le stanze della guerra,ZONE 19: 전략 회의실,,As Salas de Comando,,,,
Intruder Alert!,TXT_HACXMAP20,,,,"Pozor, vetřelec!",Eindringlingsalarm!,,,¡Alerta de Intruso!,,,"Alerte, Intrus!",,Allarme intruso!,ZONE 20: 칩입자 경보!,,Alerta de Intruso!,,,,
Desiccant Room,TXT_HACXMAP31,,,,Sušící místnost,Trocknungsraum,,,Sala del Desecante,,,Salle du Desiccant,,Stanza disseccante,ZONE 31: 건조한 곳,,Sala do Dessecante,,,,
"Now Arriving At...
",STSTR_CLEV,,,,Příjezd do...,Angekommen bei...,,,Ahora llegando a...,,,On arrive maintenant à:,,,이동하는 중...,,Agora chegando em ...,,,,
...gonna fry your ass!,STSTR_CHOPPERS,"Printed when entering the idchoppers cheat, which gives the player a chainsaw",,,...ti upeče prdel!,...ich brate deinen Arsch!,,,... ¡voy a freirte el trasero!,,,...C'est l'heure de botter du cul!,,,... 지져버리겠어!,,,,,,
"SUPERMAN, WHACKO, GHOST, BOOTS, WHERE, BRIGHT ?",STSTR_BEHOLD,"Some overlap on starting characters, which one is the trigger?
GZ: The text is useless as an aid to enter the cheats. The characters are still the same as in Doom. It seems the Hacx developers never bothered to make this useful.",,,,,,,,,,,,,"슈퍼맨, 미친 모드, 유령 모드, 부츠 모드, 맵 모드, 밝기 조정 모드, 아니면...?",,,,,,
Let's Get Serious!,STSTR_BEHOLDX,,,,Teď je to vážné!,Es wird ernst!,,,¡Vamos en Serio!,,,Passons aux choses sérieuses!,,,철들 때다!,,Vamos ficar sérios!,,,,
Cyberslicer Mode ON,STSTR_NCON,,,,Režim kybersekače ZAP,Cyberschnetzelmodus AN,,,Modo Cibercorte ACTIVADO,,,,,,전자마귀 모드 ON,,,,,,
Cyberslicer Mode OFF,STSTR_NCOFF,,,,Režim kybersekače VYP,Cyberschnetzelmodus AUS,,,Modo Cibercorte DESACTIVADO,,,,,,전자마귀 모드 OFF,,,,,,
