%o sinks into some slime.,OB_SLIME,,,,%o se propadl@[ao_cs] do slizu.,%o synker ned i noget slim.,%o versank im Schleim,,%o malflosas subeniras en kelkan ŝlimon.,%o se hunde en babas.,,%o uppoaa limaan,%o se noie dans la morve.,%o elsüllyedt a trutyiban.,%o affonda in qualche melma.,%o はスライムにしずんだ。,%o 는(은) 점액 속으로 가라앉았습니다.,%o zinkt in wat slijm.,%o synker ned i noe slim.,%o topi się w szlamie.,%o afundou na gosma.,,%o se scufundă în mâzgă.,Игрок %o утонул в слизи.,,%o sjunker ner i lite slem.,%o balçığın içine battı.
%o sinks into some slime.,OB_LAVA,,,,%o se propadl@[ao_cs] do slizu.,%o synker ned i noget slim.,%o versank im Schleim,,%o malflosas subeniras en kelkan ŝlimon.,%o se hunde en babas.,,%o uppoaa limaan,%o se noie dans la morve.,%o elsüllyedt a trutyiban.,%o affonda in qualche melma.,%o はスライムにしずんだ。,%o 는(은) 질척하게 가라앉았습니다.,%o zinkt in wat slijm.,%o synker ned i noe slim.,%o topi się w szlamie.,%o afundou na gosma.,,%o se scufundă în mâzgă.,Игрок %o утонул в слизи.,,%o sjunker ner i lite slem.,%o balçığın içine battı.
%o was hit by inter-dimensional slime!,OB_POWERSTRAND,,,,%o byl@[ao_cs] zasažen@[ao_cs] mezidimenzionálním slizem!,%o blev ramt af interdimensionalt slim!,%o wurde von interdimensionalem Schleim getroffen,,%o estas trafita de interdimensia ŝlimo!,¡A %o l@[ao_esp] ha alcanzado baba interdimensional!,¡A %o l@[ao_esp] alcanzó baba interdimensional!,%o parkaan osui interdimensionaalista limaa!,%o s'est fait@[e_fr] toucher par de la morve interdimensionelle!,%o interdimenzionális trutyi áldozata lett!,%o è stato colpito da melma interdimensionale!,%o は いじげんスライムまみれになった!,%o 는(은) 차원균열 점액에 맞았습니다!,%o werd geraakt door interdimensionaal slijm!,%o ble truffet av interdimensjonalt slim!,%o został@[ao_pl] uderzon@[adj_pl] przez międzywymiarowy szlam!,%o foi atingid@[ao_ptb] por gosma interdimensional!,,%o a fost lovit de mâzgă interdimensională!,В игрока %o попала межпространственная слизь!,,%o träffades av interdimensionellt slem!,%o boyutlar arası balçık tarafından vuruldu!
%o was hit by inter-dimensional slime!,OB_KILLEDSELF,,,,%o byl@[ao_cs] zasažen@[ao_cs] mezidimenzionálním slizem!,%o blev ramt af interdimensionalt slim!,%o wurde von interdimensionalem Schleim getroffen,,%o estas trafita de interdimensia ŝlimo!,¡A %o l@[ao_esp] ha alcanzado baba interdimensional!,¡A %o l@[ao_esp] alcanzó baba interdimensional!,%o parkaan osui interdimensionaalista limaa!,%o s'est fait@[e_fr] toucher par de la morve interdimensionelle!,%o interdimenzionális trutyi áldozata lett!,%o è stato colpito da melma interdimensionale!,%o は いじげんスライムまみれになった!,%o 는(은) 모르는 사이에 점액에 당했습니다!,%o werd geraakt door interdimensionaal slijm!,%o ble truffet av interdimensjonalt slim!,%o został@[ao_pl] uderzon@[adj_pl] przez międzywymiarowy szlam!,%o foi atingid@[ao_ptb] por gosma interdimensional!,,%o a fost lovit de mâzgă interdimensională!,В игрока %o попала межпространственная слизь!,,%o träffades av interdimensionellt slem!,%o boyutlar arası balçık tarafından vuruldu!
%o was boogered by a stridicus.,OB_STRIDICUS,,,,%o dostal@[ao_cs] holuby od běhakem.,%o blev buogered af en stridicus.,%o wurde von einem Stridicus bepopelt.,,%o estas mukiga de paŝmukulo.,A %o l@[ao_esp] ha moqueado un Zancadico.,A %o l@[ao_esp] moqueó un Zancadico.,%o joutui stridicuksen räkäämäksi.,%o s'est fait@[e_fr] engluer par un stridicus.,%o taknyos lett egy lépkedüsztől.,%o è stato colpito da uno Stridicus.,%o は ステュリクスに おびやかされた。,%o 는(은) 스트리디쿠스의 코딱지에 당했습니다.,%o werd door een stridicus gezoomd.,%o ble bæsjet av en stridicus.,%o został@[ao_pl] zaglutowan@[adj_pl] przez stridicusa.,%o foi melecad@[ao_ptb] por um stridicus.,,%o a fost speriat de către un picioare-lungi.,Игрока %o облепила соплями длинноножка. ,,%o blev utskälld av en stridicus.,%o bir stridicus tarafından avlandı.
%o was gooed by a flem mine.,OB_FLEMMINE,,,,%o byl@[ao_cs] zablácen@[ao_cs] sliznou minou.,%o blev smittet af en flem mine.,%o wurde von einer Flem-Mine beschmiert.,,%o estas ŝlimiga de muksentinelo.,A %o l@[ao_esp] ha pegoteado una Flem-Mina.,A %o l@[ao_esp] pegoteó una Flem-Mina.,%o joutui limamiinan mönjäämäksi.,%o s'est fait@[e_fr] éclabousser par une flem mine.,%o-t összenyálkázta egy slejmakna.,%o è stato colpito da una bomba a flem.,%o はフレムマインに ヒドいめにあった。,%o 는(은) 플렘 지뢰에 의해 점액 범벅이 됐습니다.,%o werd door een Flemmijn getreiterd.,%o ble gooed av en flem mine.,"%o został@[ao_pl] zabrejowan@[adj_pl] przez flemową minę.
",%o foi engosmad@[ao_ptb] por uma mina flem.,,%o a fost lovit de mâzga unei flem mine.,Игрока %o забрызгала флем-мина.,,%o blev gooad av en loppgruva.,%o bir flem mayını tarafından yapışkan hale getirildi.
%o was slimed by a super cycloptis.,OB_SUPERCYCLOPTIS,,,,%o byl@[ao_cs] osliznut@[ao_cs] superkykloptem.,%o blev slimet af en super cycloptis.,%o wurde von einem Super Cycloptis vollgeschleimt.,,%o estas ŝlimiga de supera ciklopmukulo.,A %o l@[ao_esp] ha enlodado un Supercícloptis.,A %o l@[ao_esp] enlodó un Supercícloptis.,%o joutui supercycloptiksen limaamaksi.,%o s'est fait@[e_fr] gélifier par un super cycloptis.,%o-t összenyálkázta egy Szuper Kükloptisz.,%o è stato snellito da una Super Ciyloptis.,%o はスーパーサイクロプティスに とかされた。,%o 는(은) 슈퍼 사이클롭티스의 점액에 당했습니다.,%o werd afgeslankt door een Super Cycloptis.,%o ble slimet av en supersykloptis.,%o został@[ao_pl] oszlamion@[adj_pl] przez super cykloptisa.,%o foi lambuzad@[ao_ptb] por um super cyclóptis.,,%o a fost transformat în mâzgă de către un super cicloptic.,Игрока %o обслюнявил супер-циклоптис.,,%o blev slemmig av en supercykloptis.,%o bir süper sikloptis tarafından sümüklendi.
%o was defeated by a Maximus.,OB_MAXIMUS,,,,%o byl@[ao_cs] poražen@[ao_cs] Maximem.,%o blev besejret af en Maximus.,%o wurde von einem Maximus besiegt.,,%o estas venkita de ĉefmukulo.,A %o l@[ao_esp] ha derrotado un Máximus.,A %o l@[ao_esp] derrotó un Máximus.,%o joutui Maximuksen päihittämäksi.,%o s'est fait@[e_fr] battre par un Maximus.,%o-t legyőzte egy Maximusz.,%o è stato sconfitto da un Maximus.,%o はマクシムスに 敗北した。,%o 는(은) 맥시무스에게 패배했습니다.,%o werd verslagen door een Maximus.,%o ble beseiret av en Maximus.,%o został@[ao_pl] pokonan@[adj_pl] przez Maximusa.,%o foi derrotad@[ao_ptb] por um Maximus.,,%o a fost înfrânt de către un Maxim.,Игрок %o проиграл Максимусу.,,%o besegrades av en Maximus.,%o bir Maximus tarafından yenildi.
%o was gooed by a larva.,OB_LARVA,,,,%o byl@[ao_cs] zacáknut@[ao_cs] larvou.,%o blev smurt af en larve.,%o wurde von einer Larve beschmiert.,,%o estas ŝlimiga de larvo.,A %o l@[ao_esp] ha pegoteado una larva.,A %o l@[ao_esp] pegoteó una larva.,%o joutui toukan mönjäämäksi.,%o s'est fait@[e_fr] tâcher par une larve.,%o lárvatrutyit kapott a nyakába.,%o è stato colpito da una larva.,%o はラーバに ヒドいめにあわされた。,%o 는(은) 애벌레에 의해 점액 범벅이 됐습니다.,%o werd door een Larve weggegooid.,%o ble gooed av en larve.,%o został@[ao_pl] zabrejowan@[adj_pl] przez larwę.,%o foi engosmad@[ao_ptb] por uma larva.,,%o a fost lovit de mâzga unei larve.,Игрока %o обслюнявила личинка.,,%o blev göad av en larv.,%o bir larva tarafından öldürüldü.
%o was slimed by a Quadrumpus.,OB_QUADRUMPUS,,,,%o byl@[ao_cs] zahleněn@[ao_cs] Čtyřzadkem.,%o blev slimet af en Quadrumpus.,%o wurde von einem Quadrumpus vollgeschleimt.,,%o estas ŝlimiga de kvarbrakmukulo.,A %o l@[ao_esp] ha enlodado un Quadrumpus.,A %o l@[ao_esp] enlodó un Quadrumpus.,%o joutui Neliperän limaamaksi.,%o s'est fait@[e_fr] morver par un quadrumpus.,%o-t összenyálkázta egy Négylábusz.,%o è stato ridotto da un Quadrumpus.,%o はクワッドロンプスに スライムにされた。,%o 는(은) 쿼드럼푸스의 점액에 당했습니다.,%o werd afgeslankt door een Quadrumpus.,%o ble slimet av en Quadrumpus.,%o został@[ao_pl] oszlamion@[adj_pl] przez Quadrumpusa.,%o foi melecad@[ao_ptb] por um Quadrumpus.,,%o a fost transformat în mâzgă de către o creatură cu patru mâini,Игрока %o обслюнявила многоручка. ,,%o blev slemmad av en Quadrumpus.,%o bir Quadrumpus tarafından zayıflatıldı.
%o was defeated by the Flembomination.,OB_FLEMBOMINATION,,,,%o byl@[ao_cs] poražen@[ao_cs] Slizavností.,%o blev besejret af Flembomination.,%o wurde von der Flembomination besiegt.,,%o estas venkita de la Mukabomeno.,A %o l@[ao_esp] ha derrotado la Flembominación.,A %o l@[ao_esp] derrotó la Flembominación.,%o joutui Limaoikun päihittämäksi.,%o s'est fait@[e_fr] éliminer par la Flembomination.,%o-t legyőzte a Slejmdormány.,%o è stato sconfitto dalla Flembomination.,%o はフレンボミネーションに敗北した。,%o 는(은) 플렘보미네이션으로부터 벗어날 수 없었습니다.,%o werd verslagen door de Flembominatie.,%o ble beseiret av Flembominationen.,%o został@[ao_pl] pokonan@[adj_pl] przez Flembominację.,%o foi derrotad@[ao_ptb] pela Flembominação.,,%o a fost învins de către Flembominație.,Игрока %o победила Флемомерзость.,,%o besegrades av Flembomination.,"%o, Flembomination tarafından yenildi."
%o was defeated by Lord Snotfolus.,OB_SNOTFOLUS,,,,%o byl@[ao_cs] poražen@[ao_cs] Lordem Hlenfujem.,%o blev besejret af Lord Snotfolus.,%o wurde von Lord Snotfolus besiegt.,,%o estas venkita de Lordo Mukplenulo.,A %o l@[ao_esp] ha derrotado Lord Mocofolus.,A %o l@[ao_esp] derrotó Lord Mocofolus.,%o joutui herra Räkänokan päihittämäksi.,%o est tombé@[e_fr] face au Seigneur Morvator.,%o legyőzetett Lord Takony által.,%o è stato sconfitto da Lord Snotfolus.,%o はロード スノフォールスに敗北した。,%o 는(은) 스놋폴러스 마왕과 싸울 준비를 제대로 하지 못했습니다.,%o werd verslagen door Lord Snotfolus.,%o ble beseiret av Lord Snotfolus.,%o został@[ao_pl] pokonan@[adj_pl] przez Lorda Smarkofolusa.,%o foi derrotad@[ao_ptb] pelo Lorde Snotfolus.,,%o a fost pus la pământ de către Lordul Snotfolus.,Игрока %o победил правитель Соплезелёнус.,,%o besegrades av Lord Snotfolus.,"%o, Lord Snotfolus tarafından yenildi."
%o was hit by %k's propulsor.,OB_MPR_SPLASH,,,,%o byl@[ao_cs] zasažen@[ao_cs] propulzorem hráče %k.,%o blev ramt af %ks propulsor.,%o wurde von %ks Propeller getroffen,,%o estas trafita de la propulsilo de %k.,A %o l@[ao_esp] ha alcanzado el propulsor de %k.,A %o l@[ao_esp] alcanzó el propulsor de %k.,%k osui %o parkaan työntimellään.,%o s'est fait@[e_fr] propulser par %k.,%o-t eltalálta %k hajtóműve.,%o è stato colpito dal propulsore di %k.,%o に %k のロケットゾーチがとどいた。,%o 는(은) %k 의 추진력에 휘말렸습니다.,%o werd geraakt door %k's propulsor.,%o ble truffet av %ks propulsor.,%o został@[ao_pl] uderzon@[adj_pl] przez pędnik %k.,%o foi atingid@[ao_ptb] pelo propulsor de %k.,,%o a fost lovit de către propulsorul lui %k.,Игрок %o подстрелен из ускорителя зорча %k.,,%o träffades av %ks propulsor.,"%o, %k tarafından vuruldu."
%o was lazzed by %k.,OB_MPBFG_SPLASH,,,,%o byl@[ao_cs] odlazován@[ao_cs] hráčem %k.,%o blev lazzed af %k.,%o wurde von %o weggezorcht.,,%o estas LAZ-ita de %k.,A %o l@[ao_esp] ha «lazeado» %k.,A %o l@[ao_esp] «lazeó» %k.,%k sazzasi pelaajaan %o.,%o est entré@[e_fr] dans la zone de zorchage large de %k.,%o-t szörcsölődött %k által.,%o è stato lazzato da %k.,%o は %k にとかされた。,%o 는(은) %k 에게 레이져를 쐬였습니다.,%o werd gelazzed door %k.,%o ble lazzed av %k.,%o został@[ao_pl] zLAZowan@[adj_pl] przez %k.,%o foi LAZead@[ao_ptb] por %k.,,%k a folosit dispozitivul LAZ pe %o.,Игрок %o получил заряд из «ЗБР» игрока %k.,,%o blev lurad av %k.,"%o, %k tarafından lazzlandı."
"After sending the monstrous Flembrane
back to his own dimension, you free the
captives. Yet flemoids are everywhere!
You and the captives make a break for
your spaceship. The flemoids slime your
ship, but you narrowly escape into orbit.
During the return you are congratulated
for the daring rescue, but you issue a
warning...
We haven't seen the last of the Flemoids.

Unfortunately you are correct. For as you
return home, you find that the Flemoids
have somehow followed you here. Prepare
for Chex Quest 2: Terror in Chex City!",E1TEXT,,,,"Poté, co jsi poslal@[ao_cs] nestvůrnou Slizbránu
zpět do její dimenze, osvobodíš rukojmí.
Ale sliznatci jsou všude! Spolu s rukojmími
podniknete útěk zpět do tvé lodi. Sliznatci
osliznou tvou loď, ale těsně se vám podaří
uniknout na orbitu. Během návratu ti je
pogratulováno za odvážnou záchranu, ale
ty je varuješ...
Ještě jsme neviděli Sliznatce naposledy.

Bohužel máš pravdu. Při návratu domů vidíš,
že tě nějakým způsobem sliznatci následovali.
Připrav se na Misi Chex 2: Hrůzu v Chex City!","Når du har sendt den uhyrlige Flembrane
tilbage til sin egen dimension, befrier
du fangerne. Men der er flemoider overalt!

Du og fangerne flygter mod dit rumskib.
Flemoiderne slimer dit skib, men du
undslipper med nød og næppe i kredsløb.
Under hjemrejsen bliver du lykønsket for
den dristige redning, men du udsender en
advarsel...
Vi har ikke set det sidste af Flemoids.

Desværre har du ret. For da du vender hjem,
finder du ud af, at Flemoiderne på en eller
anden måde har fulgt dig hertil. Forbered
dig på Chex Quest 2: Terror i Chex City!","Nachdem du die monströse Flembrane
in ihre eigene Dimension zurückgeschickt
hast, befreist du die Gefangenen.
Und dennoch sind die Flemoiden
überall! Du kämpfst dich mit den
Gefangenen zu deinem Raumschiff
durch und entkommst mit knapper Not.
Du schickst eine Warnung ab, dass wir
die Flemoiden noch nicht los sind.

Unglückicherweise hast du Recht.
Denn als du nach Hause kommst,
erkennst du, dass dir die Flemoiden
gefolgt sind. Bereite dich auf Chex
Quest 2: Terror in Chex-City vor!",,"Post resendis la monstran Mukmembranon
al lia propra dimensio, vi liberigas
la kaptitojn. Sed mukuloj estas ĉie! 
Vi kaj la kaptitoj kuras al via kosmoŝipo. 
Kvankam la mukuloj ŝlimigas vian ŝipon,
vi apenaŭ eskapas en orbiton.
Dum via reveno, vi estas laŭdata pro la
maltima savo, sed vi proklamas averton...
Ni ne vidis la mukulojn je la fina fojo.

Vi fine korektas, ĉar kiam vi revenas hejmen,
vi vidas, ke la mukuloj iel sekvis vin ĉi tien.
Pretu por Chex Quest 2: Teruro en Chex-urbo!","Tras enviar a la monstruosa Flembrana
de vuelta a su dimensión, liberas a los
rehenes. ¡Pero los flemoides están por
todas partes! Tú y los rehenes escapais
hacia tu nave. Los flemoides cubren de
babas tu nave, pero escapas en órbita por
los pelos. Durante el regreso eres
felicitad@[ao_esp] por tu valiente
rescate, pero mandas una advertencia...
Queda por ver lo último de los Flemoides.

Desafortunadamente tienes razón. Ya que
al llegar de vuelta a casa, te das cuenta de
que de alguna manera los Flemoides te
han seguido hasta aquí. ¡Prepárate para
Chex Quest 2: Terror en Chex City!","Tras enviar a la monstruosa Flembrana
de vuelta a su dimensión, liberas a los
rehenes. ¡Pero los flemoides están por
todas partes! Tú y los rehenes escapan
hacia tu nave. Los flemoides cubren de
lodo tu nave, pero escapas en órbita por
un pelo. Durante el regreso eres
felicitad@[ao_esp] por tu valiente
rescate, pero mandas una advertencia...
Queda por ver lo último de los Flemoides.

Desafortunadamente tienes razón. Ya que
al llegar de vuelta a casa, te das cuenta de
que de alguna manera los Flemoides te
han seguido hasta aquí. ¡Prepárate para
Chex Quest 2: Terror en Chex City!","Toimitettuasi hirviömäisen Limakalvon
takaisin omaan ulottuvuuteensa vapautat
vangit. Limatuksia on kuitenkin kaikkialla!
Sinä ja vangit pakenette avaruusaluksellesi.
Limatukset limaavat alustasi, mutta juuri ja
juuri pakenet kiertoradalle. Paluun aikana
sinua onnitellaan uskaliaasta pelastus-
tehtävästä, mutta annat varoituksen...
Tämä ei jää viimeiseksi kerraksi, kun
kohtaamme limatuksia.

Valitettavasti olet oikeassa, sillä kun
palaat kotiin, huomaat limatuksien jotenkin
seuranneen sinua tänne. Valmistaudu Chex-
seikkailun osaan 2: Kauhua Chex-kaupungissa!","Ayant renvoyé la terrible Flembrane dans
sa dimension, vous libérez les prisonniers. 
Pourtant, les flémoïdes sont partout! 
Vous aidez les prisonniers à rejoindre
votre vaisseau. Les flémoïdes s'agglutinent
dessus, mais vous arrivez à vous mettre
en orbite. Lors du retour, vous êtes félicité,
mais vous avez un avertissement..
Ce n'est pas la fin de la menace flémoïde.

Malheureusement, vous avez raison.
Quand vous retournez sur votre planète,
vous découvrez que les flémoïdes vous
ont suivi jusqu'ici. Préparez vous pour
Chex Quest 2: Terreur à Chex City!","Miután visszaküldted a szörnyű Slejmbránt
a saját dimenziójába, kiszabadítod a foglyokat.
De a slejmoidok még mindenütt ott vannak!
A foglyokkal együtt az űrhajóhoz szaladtok.
A slejmoidok összenyálkázták az űrhajódat, 
azonban épphogy, de sikerül kiszöknötök az űrbe.
A hazaút során gratulálnak a vakmerő mentőakcióhoz, 
azonban figyelmeztetsz mindenkit: nem utoljára láttuk a slejmoidokat.

Sajnos igazad lett. Amint megérkeztél, szembesülsz azzal, 
hogy a slejmoidok valahogy hazáig követtek.
Készülj fel a terrorra Chexvárosban, jön a Chex Quest 2!","Dopo aver rispedito il mostruoso Flembrane
nella sua dimensione, puoi liberare i prigionieri.
Eppure i flemoidi sono ovunque! Tu e i
prigionieri vi avviate per la tua astronave.
I flemoidi coprono di melma la tua astronave,
ma riuscite per poco a scappare in orbita.
Dopo il vostro ritorno vieni congratulato per
l'audace salvataggio, ma comunicate un
avvertimento...
Troveremo ancora i Flemoidi...

Purtroppo hai ragione. Infatti, al tuo
ritorno a casa, ti accorgi che le loro
flotte ti hanno in qualche modo seguito qui.
Preparati per 
Chex Quest 2: Terrore a Chex City!","巨大なフレムブレンを元の次元に送り ほりょを解放した。
けれども、フレモイドはまだまだいる!
フレモイドは 君の宇宙船を スライムまみれにしたため、
君と ほりょは 船をこわし せまい道をたどって にげだした。
目的地に たどりついたとき、君の 大たんな救出の成功を
いわった。しかし 君はけいかいしていた...
さいごのフレモイドはどこにいったか。

ざんねんながら けいかいは 正しかった。
家に着くと、フレモイドが 君を探していた形跡が見つかった。

チェックス クエスト2 : チェックス シティーのきょうふ
に そなえろ!
","플렘브레인을 원래 차원으로 보내버린 뒤, 당신은 인질들을 풀어줬지만,
아직 플레모이드들이 사방에 있었습니다! 당신과 인질들은 당신의
우주선으로 도망갔습니다. 플레모이드들이 당신의 우주선에
공격을 가하지만, 아슬아슬하게 궤도 밖으로 탈출하는데
성공했습니다. 돌아오는 동안 당신의 용맹한 구출과 활약에
모두 축배를 들지만, 한 가지 걸리는 게 있으니...
바로 플레모이드들과 끝장을 보지 못했다는 것!

불행히도 그 예감은 맞았습니다. 집으로 돌아가는 와중,
플레모이드들이 당신을 추적해왔다는 걸 알게 됐는데...
다음 이야기는 ""첵스 퀘스트 2 :
첵스 시티의 공포""에서 계속됩니다!","Na het sturen van de monsterlijke Flembrane
terug naar zijn eigen dimensie, bevrijd je
de gevangenen. Toch zijn flemoids overal!
Jij en de gevangenen maken een pauze voor
je ruimteschip. De flemoids slijm je schip,
maar je ontsnapt ternauwernood in een baan
om de aarde. Tijdens de terugkeer wordt je
gefeliciteerd met de gedurfde redding,
maar je geeft een waarschuwing...

We hebben de laatste Flemoids nog niet gezien.
Helaas heeft u gelijk. Want als je terugkeert
naar huis, zie je dat de Flemoids je op de
een of andere manier gevolgd zijn.

Bereid je voor op
Chex Quest 2: Terreur in Chex City!","Etter å ha sendt den monstrøse
Flembrane tilbake til sin egen
dimensjon, frigjør du fangene.
Men flemoider er overalt!
Du og fangene gjør en pause
for romskipet ditt. Flemoidene
slimer skipet ditt, men du
unnslipper så vidt i bane.
Under returen blir du gratulert
med den dristige redningen,
men du utsteder en advarsel ...
Vi har ikke sett det siste av
flemoidene.

Dessverre har du rett. For når du
kommer hjem, oppdager du at
flemoidene på en eller annen
måte har fulgt etter deg hit.
Forbered dere på Chex Quest 2:
Terror i Chex City!","Po wysłaniu Flembrany do jej własnego
wymiaru, uwolniłeś jeńców. Ale flemoidy są
wszędzie! Ty razem z jeńcami przebijacie się
do statku kosmicznego. Flemoidy oszlamiły
twój statek, ale ledwo uciekasz na orbitę.
Podczas powrotu pogratulowano ci za brawurowy
ratunek, ale zauważasz ostrzeżenie...
To nie ostatni raz kiedy widzimy Flemoidy.

Niestety masz rację. Jak wróciłeś do
domu, zauważasz, że Flemoidy jakoś podążały
za tobą. Przeygotuj się na
Misja Chex 2: Terror w Mieście Chex!","Após mandar a monstruosa Flembrana
para sua dimensão, você libertou os
prisioneiros! Você e os prisioneiros correm
até a sua espaçonave. Os flemóides
lambuzam a sua nave, mas por pouco
você consegue escapar até a órbita.
Ao retornar, você é parabenizado pelo seu
ousado resgate, mas você também avisa...
Ainda não terminamos de dar um fim à
ameaça flemóide.

Infelizmente, você está corret@[ao_ptb]. 
Pois ao retornar para casa, você descobre
que os flemóides te seguiram até aqui de
alguma forma. Prepare-se para o
Chex Quest 2: Terror em Chexópolis!",,"După ce ai trimis monstruoasa Flembrană înapoi
de unde a venit, eliberezi prizonierii. Insă
flemoizii sunt peste tot! Tu, împreună cu cei 
captivi dați o lovitura în încercarea de a ajunge 
la navă. Flemoizii încep să umple nava cu mâzgă, 
dar reușiți să scăpați la limită. În timpul întoarcerii 
ești felicitat pentru salvarea cutezătoare, dar oferi
un avertisment...
Nu am văzut flemoizi pentru ultima oară.

Din păcate ai dreptate. Cum te întorci acasă,
realizezi că Flemoizii te-au urmat cumva.
Pregătește-te pentru Chex Quest 2: Teroare în
Orașul Chex!","Изгнав чудовищную Флембрану назад в её
измерение, ты освободил@[ao_rus] пленников.
Флемоиды окружили вас со всех сторон!
Вы с пленниками прорвались с боем к
космическому кораблю. Флемоиды
облепили ваш корабль, но вы спаслись
и улетели на орбиту. По дороге домой,
пленники поблагодарили тебя за
освобождение, но ты предупредил@[ao_rus] их...
Мы ещё встретимся с Флемоидами.

К сожалению, ты оказал@[refl_rus] прав@[ao_rus].
Вернувшись домой, ты обнаружил@[ao_rus],
что Флемоиды добрались и сюда.
Тебя ждёт Chex Quest 2: Террор в Городе Chex!",,"Efter att ha skickat tillbaka den
monstruösa Flembrane till sin
egen dimension befriar du
fångarna. Ändå finns flemoider
överallt!
Du och fångarna gör en
utbrytning till ditt rymdskepp.
Flemoiderna slevar ditt skepp,
men du lyckas med nöd och
näppe fly i omloppsbana.
Under återresan gratuleras du
till den djärva räddningen, men
du utfärdar en varning...
Vi har inte sett det sista av
flemoiderna.

Tyvärr har du rätt. För när du
återvänder hem upptäcker du
att Flemoiderna på något sätt
har följt dig hit. Förbered dig på
Chex Quest 2: Terror i Chex City!","Canavar Flembrane'i kendi boyutuna
geri gönderdikten sonra tutsakları
serbest bırakıyorsunuz. Yine de
flemoidler her yerde!
Sen ve tutsaklar uzay geminize
doğru kaçıyorsunuz. Flemoidler
geminizi balçıkla sıvıyor, ama
yörüngeye girmekten kıl payı
kurtuluyorsunuz.
Dönüş sırasında cesur kurtarışınız
için tebrik ediliyorsunuz ama bir
uyarıda bulunuyorsunuz...
Flemoidlerin sonuncusunu
görmedik.

Ne yazık ki haklısınız. Çünkü eve
döndüğünüzde, Flemoidlerin bir
şekilde sizi buraya kadar takip
ettiğini görüyorsunuz. 
Chex Quest 2: Chex Şehrinde Terör
için hazırlanın!"
